content;label
Public opinion was made or changed formerly by tribal chiefs, by kings, by religious leaders. Today the privilege of attempting to sway public opinion is everyone%27s. It is one of the manifestations of democracy that any one may try to convince others and to assume leadership on behalf of his own thesis. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
The great enemy of any attempt to change men%27s habits is inertia. Civilization is limited by inertia. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
Chinese state-media is increasingly amplifying Taiwanese critics of the island's ruling party, including influencers and politicians linked to the opposition, according to security officials and research group IORG.  https://www. japantimes.co.jp/news/2026/04/ 17/asia-pacific/politics/china-taiwan-information-war/?utm_medium=Social&utm_source=mastodon   # asiapacific   # politics   # china   # taiwan   # misinformation   # fakenews;1
I usually watch videos in  # English . Recently I came across a few  # FreeBSD  videos on YouTube in  # Italian , and wow, so much  # misinformation  and  # fakenews   🫣  It would take just 5 to 10 minutes of reading the main handbook or even a quick look at a few man pages to avoid saying so many incorrect things. The strangest part is that some users had commented with links to the official documentation, but those comments were removed. 🙁;
"🦠#Vaccines a huge success but public  #Trust  must be earned, says official 🇬🇧UK  #Covid  report

The official inquiry into the pandemic praises the 'unprecedented' success of the Covid vaccination programme but warns about overcoming  #VaccineHesitancy  and  #Misinformation 
 www.bbc.co.uk/news/article... Vaccines a huge success, but p...";1
The normal school should provide for the training of the educator to make him realize that his is a twofold job: education as a teacher and education as a propagandist. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
@ebbot 2/2 ear to the ground. It might be called the clinical ear. It touches the ground and hears the disturbances of the political universe. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
The false claims―that I followed someone to the Fediverse―seem to be malicious. I can neither trust, nor respect, individuals or organisations that adopt tactics such as this in response to public dissent.  The screenshot here shows that I did not follow. I wrote first on Sunday 29th March, in response to what appeared to be the first response to the opening post.  @ emaste   @ evilham   @ ltning   @ mwl   # trust   # respect   # misinformation   # openness   # truthfulness;0
Report: Videos on the site had 62 million views in a month Headlines: The site had 62 million views in a month Social media posts: 62 million men signed up for this site  My comment: hey, like.. 62 million views =/= 62 million men The numbers are bad enough as it is without this sort of misinformation and hyperbole.  Their responses: WELL HOW MANY MEN SHOULD BE ALLOWED TO RAPE US HUH ABY??!? HOW MANY???!  # SocialMedia   # Facebook   # misinformation   # Men   # RapeCulture;0
@ebbot 2/2 short, interpret the people to the government and the government to the people. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
# Ad  Companies Settle With F.T.C. Over Claims of Harm to  # Conservative  Sites # WPP  ,  # Dentsu  and  # Publicis  settled claims they colluded on policies to combat  # misinformation  , denying ad revenue to publishers on the  # right . # maga   https://www. nytimes.com/2026/04/15/technol ogy/ftc-ad-companies-settlement.html;1
"CW ⚠️ : US politics, Hegseth, alternative Bible quotes Could y'all stop spreading the story that Pete Hegseth (US Secretary of Defense) used a quote from ""Pulp Fiction"" and claimed it was a real Bible quote? Because that's not what happened. Here, read this if you don't believe me. Fact Check: Pete Hegseth Did NOT Falsely Present Lines From 'Pulp Fiction' As Real Bible Verse | Lead Stories ...In April 2026, Hegseth described it as a prayer used by the ""Sandy One"" Combat Search and Rescue (CSAR) mission in Iran, saying it was ""meant to reflect Ezekiel 25:17."" He did not claim it was the actual Bible verse. Known as ""CSAR 25:17,"" it paraphrases a speech delivered by actor Samuel L. Jackson's character in the film, which itself is not an accurate recitation of the passage from Ezekiel. ... # USPol  # USPolitics  # Hegseth  # PulpFiction  # misinformation";1
@ebbot 2/2 --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;0
The whole basis of successful propaganda is to have an objective and then to endeavor to arrive at it through an exact knowledge of the public and modifying circumstances to manipulate and sway that public. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
If a politician is a real leader he will be able, by the skillful use of propaganda, to lead the people, instead of following the people by means of the clumsy instrument of trial and error. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
@ebbot 2/2 of the President a heroic symbol of that power, that is not the fault of propaganda but lies in the very nature of the office and its relation to the people. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
"Many of the families Dr. Jones has seen in the hospital for  # measles  are not staunchly opposed to  # vaccines ; they have often have delayed shots because of their concerns about the side effects. The  # MMR  vaccine is considered very  # safe  & about 97% effective in preventing  # infection . “There’s so much  # misinformation  out there,” he said. “They get way more information about the side effects of vaccines than they ever get about what can happen if you catch one of these  # diseases .” # PublicHealth";1
But even supposing that a certain propaganda is untrue or dishonest, we cannot on that account reject the methods of propaganda as such. For propaganda in some form will always be used where leaders need to appeal to their constituencies. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
The Future of Everything Is Lies, I Guess: Where Do We Go from Here? https:// aphyr.com/posts/420-the-future -of-everything-is-lies-i-guess-where-do-we-go-from-here # HackerNews   # futureoftruth   # deception   # digitalage   # misinformation   # societalimpact;1
@ebbot 2/2 fertile ground for the leader and the idea to fall on. But the leader also has to have some vital seed to sow. To use another figure, a mutual need has to exist before either can become positively effective. Propaganda is of no use to the politician unless he has something to say which the public, consciously or unconsciously, wants to hear. --Edward Bernays, Propaganda (1928)  # propaganda   # disinformation   # misinformation   # fakenews   # uniparty   # EconomicHappinessMachine;1
Ambitieuze landengroep bijeen in Colombia: stapt de wereld uit fossiele brandstoffen? Ruim vijftig landen komen deze week samen om over een toekomst zonder olie, kolen en gas te praten. Lukt het deze coalition of the willing wél om ambitieuze afspraken voor het klimaat te maken? De tijdgeest werkt in ieder geval in hun voordeel. https://www. nu.nl/klimaat/6393548/ambitieu ze-landengroep-bijeen-in-colombia-stapt-de-wereld-uit-fossiele-brandstoffen.html   # nieuws   # nunl   # klimaat;1
📰 Minister verdedigt Schijf van Vijf: 'Het is slechts een advies' https:// nieuwsjunkies.nl/artikel/1Dhj 🕝 14:40 | NOS Nieuws 🔸  # Klimaat   # Milieu   # TweedeKamer   # Voeding   # Kritiek;0
"Leuk hoor, maarrem ...  ""De Duitse regering gaat de komende twee maanden voor 1,6 miljard euro de brandstofaccijnzen verlagen, maar stopt geen extra geld in het ov."" # OV   # Klimaat   https:// nos.nl/artikel/2611596-kabinet -kijkt-naar-goedkoop-ov-ticket-zoals-in-duitsland-dit-leverde-het-daar-op";1
Burgerberaden werken: https://www. trouw.nl/duurzaamheid-economie /175-nederlanders-die-totaal-verschillend-over-klimaat-dachten-komen-toch-met-impactvolle-adviezen-aan-de-politiek~bcb8d10a/ Archief: https:// archive.is/7jvAM # Burgerberaad   # klimaat   # politiek   # democratie;1
De Grote Klimaat Avontuur!  Hé daar, kleine explorers! 🐦✨ Ik ben Tweety, jullie blije en nieuwsgierige lerares! Vandaag gaan we samen op avontuur 🌟 en ontdekken hoe het klimaat de wereld om ons heen beïnvloedt! Are you rea... 🌞 Leer verder:  https:// leeralles.nl/de-grote-klimaat- avontuur/?feed_id=22879   # AVONTUUR   # GROTE   # KLIMAAT https:// leeralles.nl/de-grote-klimaat- avontuur/?feed_id=22879;1
Europese Unie grijpt energiecrisis aan om fossiele afhankelijkheid af te bouwen De Europese Commissie presenteert woensdag een aantal maatregelen om de EU door de energiecrisis te loodsen. Enerzijds moeten de lidstaten sneller af van fossiele brandstoffen. Tegelijkertijd kunnen kwetsbare burgers en energie-intensieve bedrijven hulp krijgen. https://www. nu.nl/economie/6393426/europes e-unie-grijpt-energiecrisis-aan-om-fossiele-afhankelijkheid-af-te-bouwen.html   # nieuws   # nunl   # klimaat;1
"""Ultimatum van Farmers Defence Force Meteen na de stemming in de Provinciale Staten dook de boerenactiegroep Farmers Defence Force op de zaak. De woede richtte zich op de zeven van de elf leden van de BBB-fractie die – ‘met pijn in het hart’ – vóór de mogelijkheid tot onteigening stemden. Als de BBB’ers niet binnen 24 uur op hun schreden zouden terugkeren, zei FDF-frontman Mark van den Oever in een hem kenmerkend ultimatum, zou het ‘oorlog’ worden. ,,.,..,.,., Maandag deed de Groningse commissaris van de Koning René Paas aangifte van bedreiging en intimidatie van de Statenleden. ‘Niemand – geen actiegroep, geen lobby, geen ultimatum – mag volksvertegenwoordigers onder druk zetten om op een bepaalde manier te stemmen. Die vrijheid is niet onderhandelbaar. Met ‘oorlog’ dreigen als je het niet eens bent met een democratisch besluit: dat is intimidatie. Dat gaat alle perken te buiten’, schreef Paas in een verklaring. 👉Voorman Van den Oever heeft BBB-Kamerlid Caroline van der Plas vorige week per WhatsApp één dag de tijd gegeven om ‘dingen te regelen’, zegt woordvoerder Sieta van Keimpema van Farmers Defence Force.👈 “Anders zouden wij met vlogs en berichten naar buiten komen. Dat was het ultimatum. De rest is erbij verzonnen.”"" https://www. trouw.nl/binnenland/groningse- boer-weigert-weide-af-te-staan-voor-waterplan-farmers-defence-force-voert-druk-op-met-ultimatum~bf3a0d49/ # FDF   # boeren   # water   # natuur   # klimaat";1
Tata's Rookgordijn       Help de feiten verspreiden Tata Steel is de grootste industriële vervuiler en uitstoter van Nederland. Het bedrijf vraagt nu 2 miljard euro van de Nederlandse overheid om haar plannen voor een schonere en gezondere toekomst te financieren. Maar achter Tata’s rookgordijn van mooie beloftes schuilen veel aannames, halve waarheden en onzekerheden.  # tata   # milieu   # gezondheid   # klimaat https:// tatasrookgordijn.nl/;0
RE:  https:// social.groene.nl/@DeGroene/116 437407728264878 Hoeveel dieper kun je als land nog zinken?  # Klimaat;1
Wij laten ons niet het zwijgen opleggen https:// doemee.greenpeace.nl/actie/i-a m-with-greenpeace/?utm_medium=organic&utm_source=email&utm_campaign=CM2026_SLAPP-EM03&utm_content=button2 Overal ter wereld dagen grote vervuilers Greenpeace voor de rechter. Deze juridische aanvallen zijn bedoeld om critici het zwijgen op te leggen en protesten te ontmoedigen. Maar wij zijn een sterke, vastberaden beweging die zich niet monddood laat maken. # petitie   # klimaat   # leefomgeving   # milieu   # ecoxide;0
Cartoonjournaal 20 april 2026. Lees het bijbehorende artikel op mijn LinkedIn profiel: https://www. linkedin.com/posts/lokocartoon s_lelystadairport-stikstofcrisis-klimaat-share-7451360194103726081-gE-E # Cartoonjournaal   # nieuws   # humor   # socialmedia   # LelystadAirport   # stikstofcrisis   # klimaat   # greenpeace   # luchtvaart   # rechtsstaat   # stikstofslot   # vliegen   # natuurherstel   # MOB;1
Paus Leo reageert fel op uitbuiting van Afrika om grondstoffen Welingelichte Kringen | Algemeen | 18-4-2026 19:23 Paus Leo zet zich fel af tegen de exploitatie en het uitbuiten van Afrikaanse landen om hun waardevolle grondstoffen. In het olierijke Angola, zijn derde stop op zijn Afrikaanse rondreis, stelde hij dat Afrika slachtoffer is van 'despoten en tirannen' die rijkdom beloven, maar die belofte niet nakomen. Angola is sterk afhankelijk van zijn olievoorraden en diamantindustrie, maar daar profiteren vooral buitenlandse ondernemingen van, zei de paus na zijn aankomst in het Zuid-Afrikaanse land. 'Maar al te vaak hebben mensen naar jullie landen gekeken, en blijven ze dat doen - om ze te nemen', aldus de paus in een toespraak tot de Angolese president João Lourenço en andere politieke leiders. 'Hoeveel leed, hoeveel doden, hoeveel sociale en milieurampen worden veroorzaakt door deze logica van grootschalige exploitatie', zei de paus in hoofdstad Luanda.  https:// nieuwsjunkies.nl/archief/algem een/wel/2026/04/18/paus-leo-reageert-fel-op-uitbuiting-van-afrika-om-grondstoffen/1COh # Afrika   # uitbuiting   # olie   # angola   # milieu   # klimaat;1
"""Bij waterschappen en omgevingsdiensten liggen minstens duizend lozingsvergunningen op de plank, die nog voor het einde van 2027 moeten worden gecontroleerd. Dan moet Nederland voldoen aan de doelen van de Kaderrichtlijn Water (KRW), de Europese norm voor schoon oppervlakte- en grondwater. Deze achterstanden zijn onwenselijk, zegt minister Karremans tegen journalistiek onderzoeksplatform Pointer (KRO-NCRV). ,.,.,,..,,. Tekort aan personeel Eén van de belangrijkste redenen van de achterstand is het tekort aan personeel met specialistische kennis, onder andere veroorzaakt door de vergrijzing. “Ervaren medewerkers stromen uit, terwijl de instroom van nieuwe specialisten beperkt is. Tegelijkertijd zijn de eisen aan het werk de afgelopen jaren juist toegenomen, onder meer door strengere regelgeving en meer aandacht voor zeer zorgwekkende stoffen,” meldt de Unie van Waterschappen."" https://www. nporadio1.nl/nieuws/onderzoek/ 3a99be6e-75af-4e62-969d-f4bce18c2e54/minstens-1000-lozingsvergunningen-op-de-plank-bij-waterschappen-en-omgevingsdienst # water   # klimaat";1
“We knippen maar met één kant v d schaar”  # klimaat   # fossiel   # vvd   # d ’66   https://www. groene.nl/artikel/we-knippen-m aar-met-een-kant-van-de-schaar?utm_campaign=app&utm_medium=social;1
Jaarverslag Greenpeace Nederland 2025 In ons jaarverslag over 2025 vind je een overzicht van de belangrijkste gebeurtenissen en uiteraard de gehele financiële verantwoording. (pdf, 104 pagina's) https://www. greenpeace.org/nl/algemeen/742 32/jaarverslag-greenpeace-nederland-2025/ # greenpeace   # klimaat   # protest;1
Gisteren werd de tentoonstelling Transit geopend op de NDSM-werf in Amsterdam. Met mijn teksten over  # klimaat ,  # industrie  en  # welvaart . Met foto's van Natascha Libbert over erosie en verval, over opbloeien en vernieuwing. Beeldwerken en tekstwerken staan er rug aan rug op dezelfde panelen. https://www. linkedin.com/posts/bramvermeer _transit-klimaat-industrie-activity-7450812055613267968-IUcH;1
Golfstroom zwakt sneller af door klimaatopwarming: 'Kantelpunt is dichterbij' Een cruciale stroming in de Atlantische Oceaan kan door klimaatverandering sterker afzwakken dan eerder werd gedacht. Klimaatmodellen lijken het effect van opwarming op de Golfstroom in de Atlantische Oceaan gemiddeld te onderschatten, blijkt uit nieuw onderzoek. https://www. nu.nl/klimaat/6392765/golfstro om-zwakt-sneller-af-door-klimaatopwarming-kantelpunt-is-dichterbij.html # klimaat   # golfstroom;1
"""‘Alle lichten staan op rood en je wenst de gevolgen je ergste vijanden niet toe’: instorting van oceaanstroom AMOC plots veel waarschijnlijker ,,,,,,,,, Zal dit rapport ook beleidsmakers die urgentie doen inzien? “De publicatie hoort in een rij van verschillende studies die in dezelfde richting wijzen. Het is een trend dat de risico’s in die rapporten naar boven worden bijgesteld, de kans is groot dat het IPCC-klimaatpanel dat binnenkort ook doet (het orgaan oordeelde in 2021 nog dat een instorting van AMOC deze eeuw zeer onwaarschijnlijk was, PN). Alle lichten staan op rood en je wenst de gevolgen je ergste vijanden niet toe, laat staan je eigen kinderen, die hiermee zullen moeten leven. “Als we in Europa onze afhankelijkheid van olie, kolen en gas afbouwen zonder aan welvaart in te boeten, kan dat voor andere werelddelen ook een enorme inspiratie zijn. Dan kunnen we een kantelpunt bereiken waarbij we richting de decarbonisatie van de wereldeconomie gaan. Daar moeten we echt verder naar streven.”"" https://www. demorgen.be/nieuws/alle-lichte n-staan-op-rood-en-je-wenst-de-gevolgen-je-ergste-vijanden-niet-toe-instorting-van-oceaanstroom-amoc-plots-veel-waarschijnlijker~be526b80/ # klimaat";1
Golfstroom zwakt sneller af door klimaatopwarming: 'Kantelpunt is dichterbij' Een cruciale stroming in de Atlantische Oceaan kan door klimaatverandering sterker afzwakken dan eerder werd gedacht. Klimaatmodellen lijken het effect van opwarming op de Golfstroom in de Atlantische Oceaan gemiddeld te onderschatten, blijkt uit nieuw onderzoek. https://www. nu.nl/klimaat/6392765/golfstro om-zwakt-sneller-af-door-klimaatopwarming-kantelpunt-is-dichterbij.html   # nieuws   # nunl   # klimaat;1
"Greenpeace hoopt dat Nederlandse rechter miljoenenboete uit VS van tafel veegt Greenpeace en het bedrijf Energy Transfer stonden vandaag tegenover elkaar in de rechtbank van Amsterdam. De milieugroep moet het Amerikaanse pijpleidingconcern honderden miljoenen betalen. Greenpeace noemt dat ""pesterij"" en probeert de uitspraak nu op Europese bodem aan ... https://www. nu.nl/algemeen/6392683/greenpe ace-hoopt-dat-nederlandse-rechter-miljoenenboete-uit-vs-van-tafel-veegt.html   # nieuws   # nunl   # klimaat";1
📰 Golfstroom in oceaan kan eind deze eeuw al 50 procent zwakker zijn: 'Zeer zorgwekkend' https:// nieuwsjunkies.nl/artikel/1CB2 🕒 15:13 | RTL Nieuws 🔸  # Klimaat   # Oceaan   # Europa;1
Wat kan ik hier van zeggen, eigenlijk? Misschien hetzelfde als met politiek: wanneer er niet aan verdiend wordt, kiezen die banken er niet voor. Het ligt dus niet alleen aan die banken, maar zeker ook aan hun klanten. # milieu   # klimaat   # belgie https://www. vrt.be/vrtnws/nl/2026/03/31/ba nkwijzer-fairfin-banken-wapens-klimaat/;1
Verkoop warmtepompen trekt aan, maar verkoop hybride pompen blijft achter De verkoop van warmtepompen is vorig jaar weer gestegen, maar het is onzeker of die trend doorzet. Vooral als de energiecrisis langer duurt, kan het aantal verkochte warmtepompen weer flink stijgen, verwachten marktonderzoekers. https://www. nu.nl/klimaat/6392556/verkoop- warmtepompen-trekt-aan-maar-verkoop-hybride-pompen-blijft-achter.html   # nieuws   # nunl   # klimaat;1
Kijk voor deze kinderboekentip op  https:// lekkerlezen.nu .  De bron – Marco Kunst Het gaat niet goed met Moeder Aarde. Een mooi, nieuw mythologisch verhaal van een meesterverteller. https:// lekkerlezen.nu/de-bron-marco-k unst/ # Leesboek   # Nonfictie  #12 #15  # Leerkracht   # goden   # klimaat   # milieu   # mythe De tips komen van verschillende kinderboekenmakers.;1
# vliegen  kan zomaar flink duurder worden. De passagier betaalt al de prijs. Alleen maar goed nieuws, lijkt me.  https://www. nrc.nl/nieuws/2026/04/13/vlieg en-kan-zomaar-flink-duurder-worden-ook-als-een-luchthaven-nog-genoeg-brandstof-heeft-hoe-zit-dat-a4925405 # schiphol   # klimaat;1
Milieugroep wil klimaatproject stoppen: vertraagt CO2-opslag de verduurzaming? Massaal CO2 afvangen bij de industrie en opslaan onder de Noordzee is niet duurzaam, vindt milieuorganisatie MOB. Het kabinet had op zijn minst moeten onderzoeken of we daarmee niet langer afhankelijk blijven van fossiele brandstoffen, betoogde de groep maandag bij de Raad v... https://www. nu.nl/klimaat/6392520/milieugr oep-wil-klimaatproject-stoppen-vertraagt-co2-opslag-de-verduurzaming.html   # nieuws   # nunl   # klimaat;1
"WIEWATWAAR: De toekomst betreden op eigen risico 

‘Betreden op eigen risico’ staat er op de onderste trede. Op de zogenoemde Toekomststoel, die sinds kort in de grote hal van locatie Kralingse Zoom staat, zal je als je slecht ter been bent niet eventjes makkelijk kunnen gaan zitten.

De stoel zou idealiter wel iedereen aan het denken moeten zetten; hij is bedacht door politicus en kinderboekenschrijver Jan Terlouw en symboliseert het belang en de stem van volgende generaties bij belangrijke beslissingen over het klimaat. In 2022 heeft […]

 https:// profielen.hr.nl/2026/wiewatwaa r-toekomstbestendig-zitten-met-risico/";1
📰 Eerste veroordeling in Senegal onder strengere anti-lhbti-wet https:// nieuwsjunkies.nl/artikel/1ChX 🕘 20:54 | NOS Nieuws 🔸  # Mensenrechten   # LGBTQ   # Klimaat   # Veroordeeld   # Senegal;1
Hoe lang nog doorgaan met  # FossieleBrandstoffen  ? 🫣 Olie uit Antwerpse haven bedreigt Zeeuwse natuurgebieden BNR | Algemeen | 13-4-2026 12:25 In Zeeuwse natuurgebieden aan de grens met België dreigt een milieuramp te ontstaan. Medewerkers van beheerder Het Zeeuwse Landschap hebben op diverse plekken olie aangetroffen en ook enkele besmeurde vogels gezien, onder meer in het Verdronken Land van Saeftinghe. Dat is een moeilijk begaanbaar getijdengebied op de grens van Nederland en België waar dagelijks water in en uit stroomt. Eind vorige week lekte in de Antwerpse haven zware stookolie in het water bij het tanken van een schip. https:// nieuwsjunkies.nl/archief/algem een/bnr/2026/04/13/olie-uit-antwerpse-haven-bedreigt-zeeuwse-natuurgebieden/1Cek # klimaat   # natuur;1
"Elektrische vrachtwagen wint terrein dankzij dieselcrisis en milieuregels Pas 1,5 procent van alle Nederlandse vrachtwagens is elektrisch. Maar dat percentage zal de komende jaren naar verwachting snel stijgen. Terwijl de dieselprijs recordhoogtes bereikt, dalen de prijzen van elektrische vrachtwagens juist. ""Voor veel ondernemers is het al een oplossing."" https://www. nu.nl/klimaat/6392017/elektris che-vrachtwagen-wint-terrein-dankzij-dieselcrisis-en-milieuregels.html   # nieuws   # nunl   # klimaat";1
We zijn het vaker eens over het klimaatprobleem dan we denken Het voelt misschien niet zo, maar Nederlanders zijn de laatste jaren nader tot elkaar gekomen in hun opvattingen over klimaatverandering. De meeste mensen zien de ernst van het probleem in. Wat oplossingen betreft, staan de neuzen nog wel eens de andere kant op, constateren onderzoekers. https://www. nu.nl/algemeen/6392145/we-zijn -het-vaker-eens-over-het-klimaatprobleem-dan-we-denken.html   # nieuws   # nunl   # klimaat;1
"TNOnl | 08-04-26 |  - Isolatie van slechtst geïsoleerde woningen drukt gasverbruik en energiearmoede - ""Gerichte isolatie van woningen van huishoudens met energiearmoede levert meer gasbesparing per geïnvesteerde euro op dan bij andere woningen."" ""Bovendien dalen door isolatie de energielasten van energiearme huishoudens naar verhouding sterker dan bij andere huishoudens."" # energiearmoede   # energiekosten   # woonlasten   # verduurzaming   # isolatie   # energielabel   # klimaat   # TNO https://www. tno.nl/nl/newsroom/2026/04/iso latie-slechtst-geisoleerde-woningen/";1
📰 Staat in beroep tegen klimaat-uitspraak Bonaire https:// nieuwsjunkies.nl/artikel/1C08 🕐 13:07 | NOS Nieuws 🔸  # Klimaat   # Bonaire   # Kabinet;1
# climate   # klimaat   # GlobalWarming;
Cartoonjournaal 9 april 2026. Lees het bijbehorende artikel op mijn LinkedIn profiel: https://www. linkedin.com/posts/lokocartoon s_insecten-potenbijter-ecologie-share-7447303729311125504-Xp0Z # Cartoonjournaal   # nieuws   # humor   # socialmedia   # insecten   # Potenbijter   # ecologie   # klimaat   # duurzaamheid   # milieu   # biodiversiteit   # antivries;
Net het artikel over O.V. lezende van Egel (zie onderaan), dacht ik aan wat ik de afgelopen week zag aan ranzig uitziende NS treinen. En er was er eentje van die NS treinen met heel grote reclame over lekker kunnen lezen in de trein. Een paar dagen terug zag ik weer zo'n ontzettend smerige NS trein staan. Eerder had ik al geschreven over mijn ongenoegen over die smerige ramen in de NS treinen, en of de NS er misschien vanuit gaat dat bijna iedereen toch als een zombie aan hun telefoons vast zit gelijmd. Maar nee, de NS denkt dus ook aan mensen die papieren boeken lezen. Nou, zolang de NS niet weer onderdeel van de overheid wordt dan kan ik het, als liefhebber van naar buiten kijken naar weilanden, sloten, wolken, vogels en al wat leeft, wel vergeten ?  # treinen   # NS   # spoorwegen   # nederland   # natuur   # klimaat   https:// peterstormt.nl/2026/04/03/open baar-vervoer-wat-een-goed-idee/;0
"""De wetten van de thermodynamica zijn onverbiddelijk. ‘Menselijke activiteiten verstoren in toenemende mate het natuurlijke evenwicht en we zullen honderden en duizenden jaren met de consequenties leven’, aldus de secretaris-generaal van de wmo."" [...] ""Alsof wegkijken niet erg genoeg was, dreigen door de fossiele industrie gesponsorde machthebbers ons nu moedwillig blind te maken. Tegen zoveel kortzichtigheid is geen geo-engineering opgewassen."" https://www. groene.nl/artikel/onverbiddeli jke-natuurwetten   # klimaat   # climatechange";0
Cartoonjournaal 3 april 2026. Lees het bijbehorende artikel op mijn LinkedIn profiel: https://www. linkedin.com/posts/lokocartoon s_bos-klimaat-houtkap-share-7445533791911129088-bz_Z # Cartoonjournaal   # humor   # socialmedia   # nieuws   # bos   # klimaat   # houtkap   # energie   # biodiversiteit   # recreatie   # toerisme   # biomassa   # koolstofopslag   # droogte   # houtindustrie;1
Gemiddelde temperatuur in De Bilt, NL, vergeleken met eerdere gemiddelden over perioden. # Klimaat;1
📰 Het gaat veel te weinig over het klimaat https:// nieuwsjunkies.nl/artikel/1B4q 🕔 17:00 | NPO Radio 1 🔸  # Klimaat;1
@ HelgavanLeur  De oorlog tegen  # iran  drukt ons weer eens met de neus op de realiteit. Energie onafhankelijkheid afbouwen  # olie  en  # gas  inzetten op een breed scala van liefst duurzame energie. En werken aan globale economische stabiliteit.  # klimaat;1
Klimaatverandering heeft steeds grotere gevolgen voor onze gezondheid. Denk aan hitte, luchtkwaliteit, allergieën, infectieziekten en mentale gezondheid. Aanpassing kost tijd. Daarom is het belangrijk om nu te starten en gezondheid mee te nemen in keuzes over onze leefomgeving. Wij onderzochten welke maatregelen voor de korte en lange termijn effectief zijn. ➡️  https://www. rivm.nl/nieuws/toekomstige-gez ondheidseffecten-van-klimaatverandering-vragen-nu-om-actie   # GezondeLeefomgeving   # Klimaat   # Volksgezondheid;1
AI-datacentra warmen de omgeving tot wel 9,1 graden op: 'Dit kan een enorm probleem worden' Onderzoekers die temperatuurmetingen van satellieten combineerden met de geografische coördinaten van 8.400 AI-datacentra, komen tot de conclusie dat de landoppervlaktetemperatuur gemiddeld met 2 graden Celsius stijgt in de maanden nadat een AI-datacenter in gebruik wordt genomen. In extreme gevallen schoot het kwik zelfs met 9,1 graden omhoog. Het effect gold niet alleen voor de directe omgeving van de datacenters: er werden verhoogde temperaturen tot wel tien kilometer verderop waargenomen, waarbij de intensiteit van de verwarming pas na zeven kilometer afnam tot dertig procent. De onderzoekers spreken in dit kader van 'data-hitte-eilanden' die een eigen microklimaat ontwikkelen dat warmer is dan dat van de omgeving. ,,, https://www. bnr.nl/nieuws/duurzaamheid/105 97482/ai-datacentra-warmen-de-omgeving-tot-wel-9-1-graden-op-dit-kan-een-enorm-probleem-worden # klimaat;1
Greenpeace vraagt Afrikaans Hof: erken klimaatverwoesting als mensenrechtenschending Greenpeace | Algemeen | 30-3-2026 15:49 Greenpeace Afrika heeft bij het Afrikaanse Hof voor de Rechten van Mensen en Volkeren (AfCHPR) een amicus curiae-verklaring ingediend, waarin wordt gesteld dat de vernietiging van het klimaat een systematische en voortdurende schending vormt van de rechten van mensen op het hele Afrikaanse continent. # greenpeace   # afrika   # klimaat   # mensenrechten   https:// nieuwsjunkies.nl/archief/algem een/greenpeace/2026/03/30/greenpeace-vraagt-afrikaans-hof-erken-klimaatverwoesting-als-mensenrechtenschending/1AWY;1
📰 Greenpeace vraagt Afrikaans Hof: erken klimaatverwoesting als mensenrechtenschending https:// nieuwsjunkies.nl/artikel/1AWY 🕓 15:49 | Greenpeace 🔸  # Greenpeace   # Mensenrechten   # Klimaat   # Afrika;1
Klimaatbeleid mag niet lijden onder crises op de korte termijn (NRC kadolink) In 2015 besloot de wereldgemeenschap met het Klimaatakkoord van Parijs de opwarming van de aarde nu echt gezamenlijk aan te pakken. Het nieuwe rapport van de WMO laat zien dat de concentratie van broeikasgassen sindsdien niet is gedaald, maar juist alleen maar is gestegen. In de afgelopen 800.000 jaar was die concentratie nog nooit zo hoog. https://www. nrc.nl/nieuws/2026/03/27/klima atbeleid-mag-niet-ten-koste-gaan-van-crises-op-de-korte-termijn-a4923980?utm_source=clipboard&utm_medium=clipboard&utm_campaign=share&utm_term=share-modal&gift_token=4923980~1775286930~YtpCup0IEeKfgABQVoV_mg~cqdAtmLX1iM3V-T8_thr52-ubyjaY_mQ_QS4qjlnXxo # klimaat   # klimaatcrisis   # co2   # broeikasgas   # natuur;1
@ PartijvoordeDieren  verbied eerst lobbyen want dat maakt politici gevoelig voor corruptie.  # klimaat;0
